pair_id,source_id,genre,perturbation,magnitude,score_H,score_T,score_R,score_S,C_geo,C_lin
rock_07::time_stretch::-5pct,rock_07,rock,time_stretch,-5.0,0.998955,0.882843,0.705755,0.787336,0.8855161864428763,0.8897113333333333
rock_07::time_stretch::+5pct,rock_07,rock,time_stretch,5.0,0.997778,0.898955,0.731184,0.754456,0.8779476034350381,0.8837296666666666
rock_07::time_stretch::+10pct,rock_07,rock,time_stretch,10.0,0.994625,0.892475,0.663449,0.790513,0.8886310464643615,0.8925376666666667
rock_07::time_stretch::+20pct,rock_07,rock,time_stretch,20.0,0.987317,0.842336,0.596081,0.762334,0.85907105987151,0.8639956666666666
rock_07::lowpass::lp8000,rock_07,rock,lowpass,8000.0,0.999997,0.537304,0.993655,0.756928,0.7408969049402006,0.764743
rock_07::lowpass::lp4000,rock_07,rock,lowpass,4000.0,0.999994,0.5061,0.982593,0.698599,0.7071104091286022,0.7348976666666667
rock_07::lowpass::lp2000,rock_07,rock,lowpass,2000.0,0.999926,0.466434,0.972303,0.642239,0.6690905743683169,0.7028663333333334
rock_07::distortion::drv4,rock_07,rock,distortion,4.0,0.999884,0.787652,0.982693,0.713162,0.8250698762734349,0.8335659999999999
rock_07::distortion::drv12,rock_07,rock,distortion,12.0,0.996426,0.659981,0.949425,0.515216,0.6971431138183484,0.7238743333333333
rock_07::distortion::drv32,rock_07,rock,distortion,32.0,0.990829,0.567385,0.753447,0.408017,0.6121411934196285,0.6554103333333333
rock_07::style_swap::swap_cross,rock_07,rock,style_swap,nan,0.795693,0.476206,0.582684,0.40997,0.5375648036636652,0.560623
rock_07::style_swap::swap_same,rock_07,rock,style_swap,nan,0.851624,0.535156,0.731079,0.596674,0.6478708922931137,0.6611513333333333
rock_08::control::ctrl,rock_08,rock,control,0.0,1.0,1.0,1.0,0.818048,0.9352468678116161,0.9393493333333333
rock_08::pitch_shift::-4st,rock_08,rock,pitch_shift,-4.0,0.962647,0.424162,0.962221,0.739298,0.6708201772865822,0.7087023333333333
rock_08::pitch_shift::-2st,rock_08,rock,pitch_shift,-2.0,0.967163,0.603592,0.970556,0.817582,0.7814925160727653,0.7961123333333333
