pair_id,source_id,genre,dim_target,perturbation,magnitude,score_H,score_T,score_R,score_S,score_scs,score_clap_htsat,score_cbase
ambient_13::pitch_shift::-4st,ambient_13,ambient,H,pitch_shift,-4.0,0.556186,0.600669,0.927063,0.759677,0.947036,0.933351,0.940168
ambient_13::pitch_shift::-2st,ambient_13,ambient,H,pitch_shift,-2.0,0.749166,0.681639,0.974646,0.794013,0.964971,0.983276,0.974081
ambient_13::pitch_shift::-1st,ambient_13,ambient,H,pitch_shift,-1.0,0.489544,0.800135,0.978308,0.768210,0.973380,0.987994,0.980660
ambient_13::pitch_shift::+1st,ambient_13,ambient,H,pitch_shift,1.0,0.513236,0.817322,0.976178,0.802709,0.974766,0.982445,0.978598
ambient_13::pitch_shift::+2st,ambient_13,ambient,H,pitch_shift,2.0,0.742498,0.692902,0.972239,0.796399,0.970214,0.978023,0.974111
ambient_13::pitch_shift::+4st,ambient_13,ambient,H,pitch_shift,4.0,0.646190,0.615799,0.960454,0.725756,0.951976,0.947767,0.949869
ambient_13::time_stretch::-20pct,ambient_13,ambient,R,time_stretch,-20.0,0.965806,0.797673,0.597956,0.803283,0.808682,0.983652,0.891887
ambient_13::time_stretch::-10pct,ambient_13,ambient,R,time_stretch,-10.0,0.988974,0.785547,0.529167,0.828154,0.866179,0.984219,0.923315
ambient_13::time_stretch::-5pct,ambient_13,ambient,R,time_stretch,-5.0,0.991312,0.814777,0.728429,0.825544,0.921834,0.988111,0.954397
ambient_13::time_stretch::+5pct,ambient_13,ambient,R,time_stretch,5.0,0.995766,0.852228,0.734106,0.815718,0.929365,0.992481,0.960405
ambient_13::time_stretch::+10pct,ambient_13,ambient,R,time_stretch,10.0,0.988421,0.825857,0.645295,0.795057,0.884569,0.988625,0.935151
ambient_13::time_stretch::+20pct,ambient_13,ambient,R,time_stretch,20.0,0.979249,0.788526,0.653463,0.786682,0.861542,0.976737,0.917333
ambient_13::lowpass::lp8000,ambient_13,ambient,T,lowpass,8000.0,1.000000,0.536139,0.984054,0.812374,0.990715,0.981935,0.986315
ambient_13::lowpass::lp4000,ambient_13,ambient,T,lowpass,4000.0,1.000000,0.452412,0.956057,0.795859,0.991102,0.949948,0.970307
ambient_13::lowpass::lp2000,ambient_13,ambient,T,lowpass,2000.0,0.999944,0.430353,0.926302,0.766443,0.975127,0.924969,0.949717
ambient_13::distortion::drv4,ambient_13,ambient,T,distortion,4.0,0.999734,0.806216,0.986011,0.802788,0.984623,0.988854,0.986736
ambient_13::distortion::drv12,ambient_13,ambient,T,distortion,12.0,0.993729,0.615945,0.944278,0.704931,0.949807,0.921423,0.935507
ambient_13::distortion::drv32,ambient_13,ambient,T,distortion,32.0,0.983502,0.505243,0.884956,0.556149,0.915585,0.850049,0.882209
ambient_13::style_swap::swap_cross,ambient_13,ambient,S,style_swap,nan,0.833886,0.386475,0.679407,0.575880,0.740864,0.649957,0.693924
ambient_13::style_swap::swap_same,ambient_13,ambient,S,style_swap,nan,0.942991,0.463723,0.794526,0.681603,0.777184,0.895379,0.834191
ambient_14::control::ctrl,ambient_14,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.839459,1.000000,1.000000,1.000000
ambient_14::pitch_shift::-4st,ambient_14,ambient,H,pitch_shift,-4.0,0.445474,0.509280,0.980121,0.722976,0.950338,0.988615,0.969288
ambient_14::pitch_shift::-2st,ambient_14,ambient,H,pitch_shift,-2.0,0.603276,0.615384,0.981515,0.771188,0.962498,0.989329,0.975821
ambient_14::pitch_shift::-1st,ambient_14,ambient,H,pitch_shift,-1.0,0.349664,0.717494,0.990500,0.721948,0.965443,0.991243,0.978258
ambient_14::pitch_shift::+1st,ambient_14,ambient,H,pitch_shift,1.0,0.339898,0.734084,0.990554,0.757745,0.968713,0.994078,0.981313
ambient_14::pitch_shift::+2st,ambient_14,ambient,H,pitch_shift,2.0,0.613777,0.619659,0.982365,0.749924,0.952138,0.987860,0.969834
ambient_14::pitch_shift::+4st,ambient_14,ambient,H,pitch_shift,4.0,0.430828,0.521558,0.990088,0.728772,0.919528,0.985564,0.951973
ambient_14::time_stretch::-20pct,ambient_14,ambient,R,time_stretch,-20.0,0.995258,0.823346,0.954713,0.852833,0.698097,0.990746,0.831647
ambient_14::time_stretch::-10pct,ambient_14,ambient,R,time_stretch,-10.0,0.998562,0.830130,0.953812,0.824889,0.739256,0.995049,0.857669
ambient_14::time_stretch::-5pct,ambient_14,ambient,R,time_stretch,-5.0,0.997920,0.854890,0.970227,0.841415,0.835666,0.993780,0.911300
ambient_14::time_stretch::+5pct,ambient_14,ambient,R,time_stretch,5.0,0.997708,0.833173,0.960823,0.832387,0.845235,0.991983,0.915674
ambient_14::time_stretch::+10pct,ambient_14,ambient,R,time_stretch,10.0,0.998610,0.841678,0.959540,0.831844,0.781928,0.991406,0.880459
ambient_14::time_stretch::+20pct,ambient_14,ambient,R,time_stretch,20.0,0.998394,0.828925,0.951936,0.833433,0.691074,0.992114,0.828024
ambient_14::lowpass::lp8000,ambient_14,ambient,T,lowpass,8000.0,1.000000,0.555157,0.991686,0.846583,0.996809,0.953516,0.974922
ambient_14::lowpass::lp4000,ambient_14,ambient,T,lowpass,4000.0,0.999972,0.480145,0.990441,0.791929,0.981920,0.931418,0.956336
ambient_14::lowpass::lp2000,ambient_14,ambient,T,lowpass,2000.0,0.999001,0.443293,0.996146,0.770810,0.976583,0.869109,0.921280
ambient_14::distortion::drv4,ambient_14,ambient,T,distortion,4.0,0.999602,0.795469,0.979915,0.820304,0.992383,0.999104,0.995738
ambient_14::distortion::drv12,ambient_14,ambient,T,distortion,12.0,0.989304,0.555726,0.969931,0.698201,0.958359,0.923408,0.940721
ambient_14::distortion::drv32,ambient_14,ambient,T,distortion,32.0,0.967010,0.457764,0.964897,0.575610,0.919207,0.860754,0.889500
ambient_14::style_swap::swap_cross,ambient_14,ambient,S,style_swap,nan,0.496949,0.400790,0.951005,0.623286,0.635700,0.707197,0.670496
ambient_14::style_swap::swap_same,ambient_14,ambient,S,style_swap,nan,0.877742,0.346620,0.950537,0.636024,0.685441,0.639280,0.661959
ambient_15::control::ctrl,ambient_15,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.787864,1.000000,1.000000,1.000000
ambient_15::pitch_shift::-4st,ambient_15,ambient,H,pitch_shift,-4.0,0.795832,0.395902,0.968380,0.736827,0.921164,0.857477,0.888750
ambient_15::pitch_shift::-2st,ambient_15,ambient,H,pitch_shift,-2.0,0.894009,0.475818,0.976969,0.774410,0.940667,0.898693,0.919441
ambient_15::pitch_shift::-1st,ambient_15,ambient,H,pitch_shift,-1.0,0.754429,0.598125,0.980004,0.788311,0.962974,0.943692,0.953284
ambient_15::pitch_shift::+1st,ambient_15,ambient,H,pitch_shift,1.0,0.766570,0.571167,0.980927,0.789709,0.958297,0.973017,0.965629
ambient_15::pitch_shift::+2st,ambient_15,ambient,H,pitch_shift,2.0,0.910526,0.458781,0.979721,0.797549,0.941133,0.914275,0.927607
ambient_15::pitch_shift::+4st,ambient_15,ambient,H,pitch_shift,4.0,0.838639,0.413429,0.977514,0.763408,0.935738,0.883348,0.909166
ambient_15::time_stretch::-20pct,ambient_15,ambient,R,time_stretch,-20.0,0.996613,0.821128,0.805354,0.773788,0.699707,0.964324,0.821428
ambient_15::time_stretch::-10pct,ambient_15,ambient,R,time_stretch,-10.0,0.998577,0.835014,0.701719,0.792343,0.712462,0.973021,0.832611
ambient_15::time_stretch::-5pct,ambient_15,ambient,R,time_stretch,-5.0,0.998239,0.853619,0.771440,0.805448,0.771993,0.970925,0.865764
ambient_15::time_stretch::+5pct,ambient_15,ambient,R,time_stretch,5.0,0.998199,0.851793,0.775751,0.778872,0.791393,0.937385,0.861301
ambient_15::time_stretch::+10pct,ambient_15,ambient,R,time_stretch,10.0,0.998226,0.840353,0.713396,0.779631,0.710604,0.971244,0.830765
ambient_15::time_stretch::+20pct,ambient_15,ambient,R,time_stretch,20.0,0.996879,0.849316,0.654613,0.776588,0.694478,0.963524,0.818014
ambient_15::lowpass::lp8000,ambient_15,ambient,T,lowpass,8000.0,1.000000,0.458808,0.994995,0.787553,0.997382,0.971416,0.984313
ambient_15::lowpass::lp4000,ambient_15,ambient,T,lowpass,4000.0,1.000000,0.451133,0.977747,0.779640,0.990446,0.884209,0.935821
ambient_15::lowpass::lp2000,ambient_15,ambient,T,lowpass,2000.0,0.999970,0.433479,0.962747,0.764343,0.983394,0.839085,0.908378
ambient_15::distortion::drv4,ambient_15,ambient,T,distortion,4.0,0.999997,0.918726,0.996114,0.788468,0.995498,0.999510,0.997502
ambient_15::distortion::drv12,ambient_15,ambient,T,distortion,12.0,0.999574,0.594689,0.985910,0.757945,0.958917,0.932064,0.945395
ambient_15::distortion::drv32,ambient_15,ambient,T,distortion,32.0,0.996240,0.471304,0.978213,0.728469,0.925307,0.791450,0.855765
ambient_15::style_swap::swap_cross,ambient_15,ambient,S,style_swap,nan,0.898710,0.398311,0.674610,0.687153,0.574813,0.518487,0.545924
ambient_15::style_swap::swap_same,ambient_15,ambient,S,style_swap,nan,0.903423,0.342104,0.765265,0.637534,0.650127,0.741182,0.694163
electronic_01::control::ctrl,electronic_01,electronic,control,control,0.0,1.000000,1.000000,1.000000,0.605448,1.000000,1.000000,1.000000
electronic_01::pitch_shift::-4st,electronic_01,electronic,H,pitch_shift,-4.0,0.945811,0.422687,0.977400,0.663594,0.924682,0.971244,0.947677
electronic_01::pitch_shift::-2st,electronic_01,electronic,H,pitch_shift,-2.0,0.942735,0.582709,0.984895,0.705582,0.946236,0.962352,0.954260
electronic_01::pitch_shift::-1st,electronic_01,electronic,H,pitch_shift,-1.0,0.959297,0.730242,0.971446,0.655291,0.958634,0.975381,0.966971
electronic_01::pitch_shift::+1st,electronic_01,electronic,H,pitch_shift,1.0,0.969528,0.797640,0.973058,0.685798,0.955651,0.984729,0.970081
electronic_01::pitch_shift::+2st,electronic_01,electronic,H,pitch_shift,2.0,0.958703,0.690911,0.985230,0.661864,0.950266,0.962486,0.956357
electronic_01::pitch_shift::+4st,electronic_01,electronic,H,pitch_shift,4.0,0.950566,0.573887,0.971592,0.593226,0.909775,0.969718,0.939269
electronic_01::time_stretch::-20pct,electronic_01,electronic,R,time_stretch,-20.0,0.997518,0.805718,0.911469,0.572881,0.714948,0.956201,0.826821
electronic_01::time_stretch::-10pct,electronic_01,electronic,R,time_stretch,-10.0,0.997407,0.839154,0.909727,0.633867,0.790590,0.971090,0.876204
electronic_01::time_stretch::-5pct,electronic_01,electronic,R,time_stretch,-5.0,0.997500,0.864145,0.919759,0.602906,0.842728,0.971990,0.905054
electronic_01::time_stretch::+5pct,electronic_01,electronic,R,time_stretch,5.0,0.996980,0.874828,0.934457,0.602538,0.856323,0.985727,0.918749
electronic_01::time_stretch::+10pct,electronic_01,electronic,R,time_stretch,10.0,0.997182,0.879119,0.922208,0.624014,0.799683,0.987281,0.888545
electronic_01::time_stretch::+20pct,electronic_01,electronic,R,time_stretch,20.0,0.998620,0.707903,0.920848,0.610250,0.743560,0.978096,0.852803
electronic_01::lowpass::lp8000,electronic_01,electronic,T,lowpass,8000.0,0.999998,0.431203,0.999604,0.608343,0.999971,0.955231,0.977345
electronic_01::lowpass::lp4000,electronic_01,electronic,T,lowpass,4000.0,0.999975,0.441031,0.998875,0.658019,0.995094,0.896935,0.944740
electronic_01::lowpass::lp2000,electronic_01,electronic,T,lowpass,2000.0,0.999022,0.428175,0.994027,0.599325,0.995610,0.831900,0.910081
electronic_01::distortion::drv4,electronic_01,electronic,T,distortion,4.0,0.999998,0.998936,0.999994,0.616078,0.999997,0.999996,0.999996
electronic_01::distortion::drv12,electronic_01,electronic,T,distortion,12.0,0.997341,0.991985,0.999875,0.625838,0.997328,0.999945,0.998636
electronic_01::distortion::drv32,electronic_01,electronic,T,distortion,32.0,0.999364,0.901260,0.997859,0.614987,0.993927,0.996925,0.995425
electronic_01::style_swap::swap_cross,electronic_01,electronic,S,style_swap,nan,0.937976,0.349675,0.922398,0.540846,0.659197,0.733309,0.695266
electronic_01::style_swap::swap_same,electronic_01,electronic,S,style_swap,nan,0.952056,0.384604,0.845884,0.617156,0.583760,0.700512,0.639477
electronic_02::control::ctrl,electronic_02,electronic,control,control,0.0,1.000000,0.996412,0.999951,0.874203,1.000000,0.999929,0.999964
electronic_02::pitch_shift::-4st,electronic_02,electronic,H,pitch_shift,-4.0,0.845970,0.357292,0.986437,0.832489,0.907828,0.965675,0.936305
electronic_02::pitch_shift::-2st,electronic_02,electronic,H,pitch_shift,-2.0,0.933650,0.499879,0.991978,0.857402,0.924685,0.976642,0.950308
electronic_02::pitch_shift::-1st,electronic_02,electronic,H,pitch_shift,-1.0,0.854283,0.670267,0.994387,0.863993,0.971714,0.986465,0.979062
electronic_02::pitch_shift::+1st,electronic_02,electronic,H,pitch_shift,1.0,0.840383,0.829232,0.993616,0.855779,0.965924,0.984576,0.975205
electronic_02::pitch_shift::+2st,electronic_02,electronic,H,pitch_shift,2.0,0.925749,0.748019,0.989283,0.856158,0.937765,0.977605,0.957478
electronic_02::pitch_shift::+4st,electronic_02,electronic,H,pitch_shift,4.0,0.844764,0.632716,0.976408,0.840862,0.929311,0.974679,0.951725
electronic_02::time_stretch::-20pct,electronic_02,electronic,R,time_stretch,-20.0,0.996420,0.801553,0.618707,0.869642,0.551647,0.975917,0.733731
electronic_02::time_stretch::-10pct,electronic_02,electronic,R,time_stretch,-10.0,0.998428,0.833060,0.675261,0.876846,0.564893,0.979901,0.744002
electronic_02::time_stretch::-5pct,electronic_02,electronic,R,time_stretch,-5.0,0.999666,0.859886,0.730423,0.883943,0.644385,0.985138,0.796749
electronic_02::time_stretch::+5pct,electronic_02,electronic,R,time_stretch,5.0,0.998677,0.854712,0.754316,0.890392,0.630150,0.979381,0.785594
electronic_02::time_stretch::+10pct,electronic_02,electronic,R,time_stretch,10.0,0.998863,0.840921,0.695875,0.870806,0.563485,0.980850,0.743434
electronic_02::time_stretch::+20pct,electronic_02,electronic,R,time_stretch,20.0,0.998254,0.831386,0.598947,0.890392,0.526680,0.976827,0.717269
electronic_02::lowpass::lp8000,electronic_02,electronic,T,lowpass,8000.0,0.999868,0.367913,0.999430,0.869290,0.999451,0.961937,0.980515
electronic_02::lowpass::lp4000,electronic_02,electronic,T,lowpass,4000.0,0.999871,0.384484,0.998986,0.790429,0.991500,0.900402,0.944854
electronic_02::lowpass::lp2000,electronic_02,electronic,T,lowpass,2000.0,0.999789,0.367604,0.997399,0.763339,0.976118,0.855928,0.914049
electronic_02::distortion::drv4,electronic_02,electronic,T,distortion,4.0,0.999855,0.405606,0.980504,0.852719,0.978260,0.981526,0.979892
electronic_02::distortion::drv12,electronic_02,electronic,T,distortion,12.0,0.998243,0.371171,0.961512,0.823443,0.947158,0.953990,0.950568
electronic_02::distortion::drv32,electronic_02,electronic,T,distortion,32.0,0.996908,0.362562,0.952877,0.798600,0.930868,0.938372,0.934613
electronic_02::style_swap::swap_cross,electronic_02,electronic,S,style_swap,nan,0.960120,0.354984,0.585917,0.617612,0.581421,0.680624,0.629070
electronic_02::style_swap::swap_same,electronic_02,electronic,S,style_swap,nan,0.884276,0.331471,0.669026,0.599862,0.543931,0.679625,0.608004
electronic_03::control::ctrl,electronic_03,electronic,control,control,0.0,1.000000,1.000000,1.000000,0.753807,1.000000,1.000000,1.000000
electronic_03::pitch_shift::-4st,electronic_03,electronic,H,pitch_shift,-4.0,0.788346,0.519168,0.984427,0.696859,0.937734,0.970591,0.954021
electronic_03::pitch_shift::-2st,electronic_03,electronic,H,pitch_shift,-2.0,0.896738,0.691159,0.993354,0.724209,0.943812,0.982100,0.962765
electronic_03::pitch_shift::-1st,electronic_03,electronic,H,pitch_shift,-1.0,0.844839,0.819591,0.996090,0.716155,0.946997,0.986755,0.966672
electronic_03::pitch_shift::+1st,electronic_03,electronic,H,pitch_shift,1.0,0.835002,0.836081,0.994608,0.712004,0.940962,0.993412,0.966831
electronic_03::pitch_shift::+2st,electronic_03,electronic,H,pitch_shift,2.0,0.882757,0.749434,0.989889,0.689562,0.928832,0.988276,0.958093
electronic_03::pitch_shift::+4st,electronic_03,electronic,H,pitch_shift,4.0,0.779014,0.609306,0.970904,0.644988,0.911545,0.987590,0.948806
electronic_03::time_stretch::-20pct,electronic_03,electronic,R,time_stretch,-20.0,0.985607,0.879953,0.521783,0.766524,0.591036,0.969491,0.756971
electronic_03::time_stretch::-10pct,electronic_03,electronic,R,time_stretch,-10.0,0.987852,0.913809,0.608954,0.771110,0.636063,0.987505,0.792537
electronic_03::time_stretch::-5pct,electronic_03,electronic,R,time_stretch,-5.0,0.983866,0.926579,0.673739,0.760122,0.688021,0.988059,0.824503
electronic_03::time_stretch::+5pct,electronic_03,electronic,R,time_stretch,5.0,0.975732,0.938414,0.671795,0.783392,0.667755,0.986973,0.811823
electronic_03::time_stretch::+10pct,electronic_03,electronic,R,time_stretch,10.0,0.988753,0.900945,0.608096,0.752892,0.639130,0.981978,0.792219
electronic_03::time_stretch::+20pct,electronic_03,electronic,R,time_stretch,20.0,0.967919,0.869285,0.529469,0.754039,0.636595,0.984659,0.791725
electronic_03::lowpass::lp8000,electronic_03,electronic,T,lowpass,8000.0,0.999988,0.460280,0.997180,0.755356,0.988962,0.973195,0.981047
electronic_03::lowpass::lp4000,electronic_03,electronic,T,lowpass,4000.0,0.999992,0.443416,0.987591,0.692070,0.958741,0.895297,0.926476
electronic_03::lowpass::lp2000,electronic_03,electronic,T,lowpass,2000.0,0.999898,0.405602,0.973443,0.693037,0.958520,0.884296,0.920660
electronic_03::distortion::drv4,electronic_03,electronic,T,distortion,4.0,0.999817,0.727611,0.997881,0.751415,0.984855,0.993197,0.989017
electronic_03::distortion::drv12,electronic_03,electronic,T,distortion,12.0,0.998965,0.570448,0.989218,0.701862,0.942811,0.942121,0.942466
electronic_03::distortion::drv32,electronic_03,electronic,T,distortion,32.0,0.997222,0.489519,0.970613,0.645676,0.915863,0.871017,0.893159
electronic_03::style_swap::swap_cross,electronic_03,electronic,S,style_swap,nan,0.742728,0.422853,0.510899,0.426433,0.618959,0.647183,0.632914
electronic_03::style_swap::swap_same,electronic_03,electronic,S,style_swap,nan,0.883613,0.535962,0.482211,0.469829,0.527797,0.806314,0.652358
electronic_04::control::ctrl,electronic_04,electronic,control,control,0.0,1.000000,1.000000,1.000000,0.814233,1.000000,1.000000,1.000000
electronic_04::pitch_shift::-4st,electronic_04,electronic,H,pitch_shift,-4.0,0.808084,0.456859,0.981981,0.734941,0.921723,0.975190,0.948080
electronic_04::pitch_shift::-2st,electronic_04,electronic,H,pitch_shift,-2.0,0.892388,0.592037,0.989689,0.778971,0.946173,0.979735,0.962808
electronic_04::pitch_shift::-1st,electronic_04,electronic,H,pitch_shift,-1.0,0.967084,0.761149,0.992983,0.796113,0.972432,0.986652,0.979516
electronic_04::pitch_shift::+1st,electronic_04,electronic,H,pitch_shift,1.0,0.952675,0.871977,0.991361,0.793115,0.966282,0.989643,0.977893
electronic_04::pitch_shift::+2st,electronic_04,electronic,H,pitch_shift,2.0,0.890415,0.783176,0.988609,0.788126,0.951669,0.989405,0.970354
electronic_04::pitch_shift::+4st,electronic_04,electronic,H,pitch_shift,4.0,0.754312,0.667644,0.978209,0.761476,0.906437,0.980323,0.942656
electronic_04::time_stretch::-20pct,electronic_04,electronic,R,time_stretch,-20.0,0.984433,0.910148,0.626316,0.810200,0.480984,0.967700,0.682238
electronic_04::time_stretch::-10pct,electronic_04,electronic,R,time_stretch,-10.0,0.980080,0.915711,0.677188,0.820200,0.518386,0.990472,0.716552
electronic_04::time_stretch::-5pct,electronic_04,electronic,R,time_stretch,-5.0,0.981175,0.938481,0.746494,0.798881,0.587766,0.984481,0.760687
electronic_04::time_stretch::+5pct,electronic_04,electronic,R,time_stretch,5.0,0.961583,0.953011,0.746255,0.798683,0.577408,0.991964,0.756814
electronic_04::time_stretch::+10pct,electronic_04,electronic,R,time_stretch,10.0,0.980164,0.945289,0.610677,0.790595,0.487209,0.986921,0.693424
electronic_04::time_stretch::+20pct,electronic_04,electronic,R,time_stretch,20.0,0.976533,0.930077,0.672330,0.798612,0.474184,0.984252,0.683167
electronic_04::lowpass::lp8000,electronic_04,electronic,T,lowpass,8000.0,0.998054,0.451174,0.997851,0.803408,0.987405,0.980428,0.983910
electronic_04::lowpass::lp4000,electronic_04,electronic,T,lowpass,4000.0,0.983855,0.445069,0.988253,0.748724,0.977262,0.938649,0.957761
electronic_04::lowpass::lp2000,electronic_04,electronic,T,lowpass,2000.0,0.998193,0.436671,0.966454,0.755091,0.962080,0.907812,0.934552
electronic_04::distortion::drv4,electronic_04,electronic,T,distortion,4.0,0.988275,0.960242,0.999833,0.809864,0.991992,0.999534,0.995756
electronic_04::distortion::drv12,electronic_04,electronic,T,distortion,12.0,0.984722,0.839189,0.998119,0.804014,0.967862,0.993404,0.980550
electronic_04::distortion::drv32,electronic_04,electronic,T,distortion,32.0,0.984007,0.707193,0.992370,0.785091,0.893797,0.939129,0.916183
electronic_04::style_swap::swap_cross,electronic_04,electronic,S,style_swap,nan,0.870442,0.476422,0.744885,0.672845,0.503997,0.738776,0.610197
