pair_id,source_id,genre,dim_target,perturbation,magnitude,score_H,score_T,score_R,score_S,score_scs,score_clap_htsat,score_cbase
folk_02::pitch_shift::+2st,folk_02,folk,H,pitch_shift,2.0,0.715834,0.687594,0.988942,0.768063,0.952115,0.981347,0.966620
folk_02::pitch_shift::+4st,folk_02,folk,H,pitch_shift,4.0,0.796684,0.583490,0.987257,0.670735,0.944043,0.971243,0.957546
folk_02::time_stretch::-20pct,folk_02,folk,R,time_stretch,-20.0,0.995888,0.849372,0.832824,0.805416,0.679707,0.983045,0.817424
folk_02::time_stretch::-10pct,folk_02,folk,R,time_stretch,-10.0,0.999121,0.862892,0.840600,0.790282,0.728640,0.989145,0.848959
folk_02::time_stretch::-5pct,folk_02,folk,R,time_stretch,-5.0,0.997673,0.884274,0.871374,0.755050,0.758746,0.992157,0.867638
folk_02::time_stretch::+5pct,folk_02,folk,R,time_stretch,5.0,0.995773,0.864258,0.880725,0.778004,0.782813,0.985070,0.878138
folk_02::time_stretch::+10pct,folk_02,folk,R,time_stretch,10.0,0.998056,0.881030,0.853999,0.759298,0.730487,0.979219,0.845758
folk_02::time_stretch::+20pct,folk_02,folk,R,time_stretch,20.0,0.997801,0.847007,0.822141,0.797484,0.638938,0.972361,0.788212
folk_02::lowpass::lp8000,folk_02,folk,T,lowpass,8000.0,0.999994,0.667875,0.999496,0.819124,0.996532,0.987960,0.992237
folk_02::lowpass::lp4000,folk_02,folk,T,lowpass,4000.0,0.998544,0.476050,0.995762,0.744524,0.981282,0.958333,0.969739
folk_02::lowpass::lp2000,folk_02,folk,T,lowpass,2000.0,0.999954,0.429863,0.989002,0.740867,0.969636,0.925041,0.947076
folk_02::distortion::drv4,folk_02,folk,T,distortion,4.0,0.996031,0.690977,0.930826,0.760347,0.965777,0.961763,0.963768
folk_02::distortion::drv12,folk_02,folk,T,distortion,12.0,0.987800,0.481315,0.912690,0.692111,0.916440,0.883197,0.899665
folk_02::distortion::drv32,folk_02,folk,T,distortion,32.0,0.984613,0.456286,0.893513,0.618478,0.883659,0.830727,0.856784
folk_02::style_swap::swap_cross,folk_02,folk,S,style_swap,nan,0.890880,0.407892,0.801770,0.532591,0.542820,0.859334,0.682981
folk_02::style_swap::swap_same,folk_02,folk,S,style_swap,nan,0.821751,0.435787,0.841288,0.648171,0.632280,0.764065,0.695056
folk_03::control::ctrl,folk_03,folk,control,control,0.0,1.000000,1.000000,1.000000,0.858099,1.000000,1.000000,1.000000
folk_03::pitch_shift::-4st,folk_03,folk,H,pitch_shift,-4.0,0.815639,0.673463,0.991103,0.722022,0.890840,0.949596,0.919749
folk_03::pitch_shift::-2st,folk_03,folk,H,pitch_shift,-2.0,0.803905,0.801152,0.995628,0.790532,0.920838,0.971972,0.946060
folk_03::pitch_shift::-1st,folk_03,folk,H,pitch_shift,-1.0,0.858944,0.877283,0.997674,0.783655,0.932687,0.975340,0.953775
folk_03::pitch_shift::+1st,folk_03,folk,H,pitch_shift,1.0,0.925510,0.871388,0.973880,0.806289,0.930368,0.987123,0.958326
folk_03::pitch_shift::+2st,folk_03,folk,H,pitch_shift,2.0,0.826017,0.780477,0.994554,0.754181,0.922136,0.983069,0.952115
folk_03::pitch_shift::+4st,folk_03,folk,H,pitch_shift,4.0,0.814717,0.642832,0.964077,0.770595,0.883154,0.976652,0.928727
folk_03::time_stretch::-20pct,folk_03,folk,R,time_stretch,-20.0,0.991551,0.887184,0.736884,0.775802,0.578615,0.976048,0.751503
folk_03::time_stretch::-10pct,folk_03,folk,R,time_stretch,-10.0,0.993188,0.935770,0.818383,0.793901,0.597635,0.983400,0.766625
folk_03::time_stretch::-5pct,folk_03,folk,R,time_stretch,-5.0,0.993005,0.947557,0.865831,0.812640,0.649847,0.984919,0.800029
folk_03::time_stretch::+5pct,folk_03,folk,R,time_stretch,5.0,0.989337,0.926100,0.844320,0.791838,0.650670,0.988496,0.801988
folk_03::time_stretch::+10pct,folk_03,folk,R,time_stretch,10.0,0.993952,0.909768,0.818858,0.797254,0.630791,0.986797,0.788963
folk_03::time_stretch::+20pct,folk_03,folk,R,time_stretch,20.0,0.991009,0.900325,0.773789,0.777974,0.606102,0.984499,0.772468
folk_03::lowpass::lp8000,folk_03,folk,T,lowpass,8000.0,0.994476,0.675563,0.998619,0.858956,0.991081,0.979464,0.985255
folk_03::lowpass::lp4000,folk_03,folk,T,lowpass,4000.0,0.995525,0.591141,0.993953,0.800612,0.982313,0.926484,0.953990
folk_03::lowpass::lp2000,folk_03,folk,T,lowpass,2000.0,0.995449,0.498633,0.986788,0.731221,0.949243,0.863862,0.905546
folk_03::distortion::drv4,folk_03,folk,T,distortion,4.0,0.994939,0.813659,0.998427,0.825799,0.963777,0.979164,0.971440
folk_03::distortion::drv12,folk_03,folk,T,distortion,12.0,0.994688,0.642653,0.971034,0.679510,0.885861,0.870778,0.878287
folk_03::distortion::drv32,folk_03,folk,T,distortion,32.0,0.993130,0.559313,0.964637,0.603512,0.823128,0.707003,0.762859
folk_03::style_swap::swap_cross,folk_03,folk,S,style_swap,nan,0.802467,0.464467,0.791241,0.574633,0.528031,0.678438,0.598528
folk_03::style_swap::swap_same,folk_03,folk,S,style_swap,nan,0.838325,0.510036,0.864919,0.547835,0.539398,0.883761,0.690434
folk_04::control::ctrl,folk_04,folk,control,control,0.0,1.000000,1.000000,1.000000,0.766463,1.000000,1.000000,1.000000
folk_04::pitch_shift::-4st,folk_04,folk,H,pitch_shift,-4.0,0.846959,0.602253,0.990526,0.639485,0.881893,0.973490,0.926560
folk_04::pitch_shift::-2st,folk_04,folk,H,pitch_shift,-2.0,0.855078,0.752044,0.994249,0.754418,0.942084,0.981168,0.961427
folk_04::pitch_shift::-1st,folk_04,folk,H,pitch_shift,-1.0,0.840427,0.862470,0.995744,0.723987,0.948666,0.984684,0.966507
folk_04::pitch_shift::+1st,folk_04,folk,H,pitch_shift,1.0,0.850086,0.854881,0.994292,0.706977,0.934884,0.979453,0.956909
folk_04::pitch_shift::+2st,folk_04,folk,H,pitch_shift,2.0,0.856204,0.741093,0.991393,0.757710,0.933014,0.970640,0.951641
folk_04::pitch_shift::+4st,folk_04,folk,H,pitch_shift,4.0,0.846661,0.635010,0.985004,0.714459,0.889311,0.970801,0.929163
folk_04::time_stretch::-20pct,folk_04,folk,R,time_stretch,-20.0,0.996187,0.870284,0.762304,0.749831,0.542970,0.978704,0.728977
folk_04::time_stretch::-10pct,folk_04,folk,R,time_stretch,-10.0,0.999340,0.910288,0.800697,0.788857,0.582941,0.989578,0.759516
folk_04::time_stretch::-5pct,folk_04,folk,R,time_stretch,-5.0,0.998487,0.933594,0.848819,0.770262,0.644283,0.993395,0.800017
folk_04::time_stretch::+5pct,folk_04,folk,R,time_stretch,5.0,0.998482,0.942642,0.845782,0.743970,0.632020,0.988063,0.790238
folk_04::time_stretch::+10pct,folk_04,folk,R,time_stretch,10.0,0.996912,0.921896,0.820055,0.759332,0.594641,0.988910,0.766842
folk_04::time_stretch::+20pct,folk_04,folk,R,time_stretch,20.0,0.995728,0.896225,0.778727,0.731230,0.544385,0.988905,0.733720
folk_04::lowpass::lp8000,folk_04,folk,T,lowpass,8000.0,0.999999,0.560813,0.997609,0.769560,0.992710,0.982501,0.987593
folk_04::lowpass::lp4000,folk_04,folk,T,lowpass,4000.0,1.000000,0.507935,0.990416,0.772690,0.966834,0.939605,0.953122
folk_04::lowpass::lp2000,folk_04,folk,T,lowpass,2000.0,0.999972,0.424061,0.975807,0.755773,0.918631,0.886604,0.902476
folk_04::distortion::drv4,folk_04,folk,T,distortion,4.0,0.999622,0.842631,0.995711,0.725169,0.966860,0.982934,0.974864
folk_04::distortion::drv12,folk_04,folk,T,distortion,12.0,0.996127,0.669891,0.984405,0.696795,0.869947,0.891179,0.880499
folk_04::distortion::drv32,folk_04,folk,T,distortion,32.0,0.991641,0.570901,0.973388,0.617984,0.807402,0.817000,0.812187
folk_04::style_swap::swap_cross,folk_04,folk,S,style_swap,nan,0.750422,0.397437,0.869201,0.503905,0.599089,0.675922,0.636347
folk_04::style_swap::swap_same,folk_04,folk,S,style_swap,nan,0.700553,0.469813,0.894759,0.550336,0.588274,0.755827,0.666809
folk_05::control::ctrl,folk_05,folk,control,control,0.0,1.000000,1.000000,1.000000,0.787149,1.000000,1.000000,1.000000
folk_05::pitch_shift::-4st,folk_05,folk,H,pitch_shift,-4.0,0.673722,0.612274,0.977393,0.706180,0.941510,0.977481,0.959327
folk_05::pitch_shift::-2st,folk_05,folk,H,pitch_shift,-2.0,0.610243,0.747034,0.979503,0.754123,0.957273,0.984356,0.970720
folk_05::pitch_shift::-1st,folk_05,folk,H,pitch_shift,-1.0,0.579852,0.769186,0.981580,0.736043,0.951991,0.984147,0.967935
folk_05::pitch_shift::+1st,folk_05,folk,H,pitch_shift,1.0,0.577952,0.764399,0.981260,0.759303,0.953691,0.990951,0.972142
folk_05::pitch_shift::+2st,folk_05,folk,H,pitch_shift,2.0,0.623234,0.725086,0.979684,0.771108,0.957878,0.995089,0.976306
folk_05::pitch_shift::+4st,folk_05,folk,H,pitch_shift,4.0,0.698028,0.587355,0.993070,0.741153,0.942508,0.985435,0.963733
folk_05::time_stretch::-20pct,folk_05,folk,R,time_stretch,-20.0,0.990327,0.785648,0.924458,0.797262,0.668666,0.958332,0.800502
folk_05::time_stretch::-10pct,folk_05,folk,R,time_stretch,-10.0,0.997699,0.795781,0.952065,0.769595,0.708239,0.984524,0.835032
folk_05::time_stretch::-5pct,folk_05,folk,R,time_stretch,-5.0,0.999302,0.764944,0.944453,0.750275,0.777290,0.981761,0.873564
folk_05::time_stretch::+5pct,folk_05,folk,R,time_stretch,5.0,0.998753,0.779810,0.899188,0.774395,0.762848,0.982873,0.865900
folk_05::time_stretch::+10pct,folk_05,folk,R,time_stretch,10.0,0.997314,0.807326,0.903653,0.787149,0.693095,0.986897,0.827051
folk_05::time_stretch::+20pct,folk_05,folk,R,time_stretch,20.0,0.994317,0.779200,0.926269,0.778090,0.665071,0.982873,0.808505
folk_05::lowpass::lp8000,folk_05,folk,T,lowpass,8000.0,0.999984,0.931767,0.999961,0.783569,0.999757,0.980380,0.990021
folk_05::lowpass::lp4000,folk_05,folk,T,lowpass,4000.0,0.999898,0.564107,0.999644,0.777438,0.997151,0.936614,0.966409
folk_05::lowpass::lp2000,folk_05,folk,T,lowpass,2000.0,0.999961,0.452369,0.998639,0.754854,0.988071,0.954563,0.971172
folk_05::distortion::drv4,folk_05,folk,T,distortion,4.0,0.999944,0.853610,0.998292,0.785692,0.989084,0.996943,0.993006
folk_05::distortion::drv12,folk_05,folk,T,distortion,12.0,0.997911,0.643828,0.977718,0.742049,0.936740,0.963334,0.949944
folk_05::distortion::drv32,folk_05,folk,T,distortion,32.0,0.990056,0.508045,0.916282,0.698374,0.884829,0.836179,0.860160
folk_05::style_swap::swap_cross,folk_05,folk,S,style_swap,nan,0.914382,0.465521,0.921076,0.654134,0.584549,0.820760,0.692658
folk_05::style_swap::swap_same,folk_05,folk,S,style_swap,nan,0.622665,0.467365,0.874676,0.606503,0.687400,0.742320,0.714333
folk_06::control::ctrl,folk_06,folk,control,control,0.0,1.000000,1.000000,1.000000,0.811906,1.000000,1.000000,1.000000
folk_06::pitch_shift::-4st,folk_06,folk,H,pitch_shift,-4.0,0.500296,0.404031,0.953257,0.639860,0.971220,0.952295,0.961711
folk_06::pitch_shift::-2st,folk_06,folk,H,pitch_shift,-2.0,0.483483,0.536184,0.957748,0.715462,0.976270,0.979981,0.978124
folk_06::pitch_shift::-1st,folk_06,folk,H,pitch_shift,-1.0,0.596279,0.696776,0.951343,0.687824,0.980841,0.988026,0.984427
folk_06::pitch_shift::+1st,folk_06,folk,H,pitch_shift,1.0,0.517039,0.768765,0.960053,0.696954,0.978608,0.988160,0.983372
folk_06::pitch_shift::+2st,folk_06,folk,H,pitch_shift,2.0,0.510201,0.652907,0.949816,0.709081,0.966656,0.985549,0.976057
folk_06::pitch_shift::+4st,folk_06,folk,H,pitch_shift,4.0,0.515821,0.523667,0.939218,0.644626,0.970413,0.979895,0.975143
folk_06::time_stretch::-20pct,folk_06,folk,R,time_stretch,-20.0,0.998066,0.827167,0.850241,0.761394,0.750934,0.970590,0.853726
folk_06::time_stretch::-10pct,folk_06,folk,R,time_stretch,-10.0,0.997732,0.903953,0.935872,0.754456,0.844402,0.986225,0.912562
folk_06::time_stretch::-5pct,folk_06,folk,R,time_stretch,-5.0,0.998912,0.924078,0.907714,0.785422,0.882314,0.986084,0.932757
folk_06::time_stretch::+5pct,folk_06,folk,R,time_stretch,5.0,0.998495,0.924410,0.919807,0.776250,0.864807,0.987676,0.924202
folk_06::time_stretch::+10pct,folk_06,folk,R,time_stretch,10.0,0.996580,0.896132,0.919507,0.756920,0.813316,0.989064,0.896895
folk_06::time_stretch::+20pct,folk_06,folk,R,time_stretch,20.0,0.988819,0.885489,0.851491,0.770557,0.760140,0.980572,0.863350
folk_06::lowpass::lp8000,folk_06,folk,T,lowpass,8000.0,1.000000,0.427535,0.998836,0.814885,0.999477,0.972612,0.985953
folk_06::lowpass::lp4000,folk_06,folk,T,lowpass,4000.0,0.999977,0.443911,0.997363,0.729126,0.993859,0.964555,0.979098
folk_06::lowpass::lp2000,folk_06,folk,T,lowpass,2000.0,0.984626,0.370865,0.996223,0.680653,0.985114,0.897964,0.940530
folk_06::distortion::drv4,folk_06,folk,T,distortion,4.0,0.999936,0.590137,0.959201,0.781464,0.986895,0.986904,0.986900
folk_06::distortion::drv12,folk_06,folk,T,distortion,12.0,0.998352,0.447169,0.954708,0.750311,0.955980,0.941891,0.948909
folk_06::distortion::drv32,folk_06,folk,T,distortion,32.0,0.993986,0.401387,0.941684,0.678946,0.923107,0.859512,0.890742
folk_06::style_swap::swap_cross,folk_06,folk,S,style_swap,nan,0.744829,0.361779,0.864781,0.594550,0.608951,0.757082,0.678988
folk_06::style_swap::swap_same,folk_06,folk,S,style_swap,nan,0.912357,0.367504,0.921463,0.688159,0.578568,0.788326,0.675352
folk_07::control::ctrl,folk_07,folk,control,control,0.0,1.000000,1.000000,1.000000,0.861685,1.000000,1.000000,1.000000
folk_07::pitch_shift::-4st,folk_07,folk,H,pitch_shift,-4.0,0.796288,0.485222,0.989629,0.753795,0.883239,0.959046,0.920363
folk_07::pitch_shift::-2st,folk_07,folk,H,pitch_shift,-2.0,0.758337,0.631892,0.994908,0.710140,0.909086,0.969898,0.939000
folk_07::pitch_shift::-1st,folk_07,folk,H,pitch_shift,-1.0,0.837187,0.759730,0.997158,0.836789,0.952340,0.977887,0.965029
folk_07::pitch_shift::+1st,folk_07,folk,H,pitch_shift,1.0,0.841766,0.825439,0.996121,0.749657,0.951909,0.974146,0.962963
folk_07::pitch_shift::+2st,folk_07,folk,H,pitch_shift,2.0,0.752165,0.729531,0.993679,0.692806,0.935511,0.964088,0.949692
folk_07::pitch_shift::+4st,folk_07,folk,H,pitch_shift,4.0,0.772593,0.605629,0.988609,0.711262,0.912180,0.955169,0.933427
folk_07::time_stretch::-20pct,folk_07,folk,R,time_stretch,-20.0,0.995666,0.877189,0.839778,0.897139,0.606091,0.977688,0.769784
folk_07::time_stretch::-10pct,folk_07,folk,R,time_stretch,-10.0,0.997092,0.897870,0.858352,0.874474,0.621629,0.983315,0.781829
folk_07::time_stretch::-5pct,folk_07,folk,R,time_stretch,-5.0,0.995620,0.925962,0.900884,0.897151,0.653538,0.979268,0.799993
folk_07::time_stretch::+5pct,folk_07,folk,R,time_stretch,5.0,0.996632,0.942170,0.882766,0.857275,0.633185,0.987053,0.790561
folk_07::time_stretch::+10pct,folk_07,folk,R,time_stretch,10.0,0.996419,0.906290,0.858754,0.834596,0.604476,0.985301,0.771746
folk_07::time_stretch::+20pct,folk_07,folk,R,time_stretch,20.0,0.992525,0.865471,0.831519,0.821165,0.610788,0.982713,0.774745
folk_07::lowpass::lp8000,folk_07,folk,T,lowpass,8000.0,0.999943,0.448054,0.998557,0.859462,0.997301,0.969090,0.983094
folk_07::lowpass::lp4000,folk_07,folk,T,lowpass,4000.0,0.999932,0.422538,0.995446,0.778058,0.985462,0.908101,0.945991
folk_07::lowpass::lp2000,folk_07,folk,T,lowpass,2000.0,0.999721,0.408585,0.990009,0.754783,0.972506,0.808995,0.886991
folk_07::distortion::drv4,folk_07,folk,T,distortion,4.0,0.999439,0.821782,0.999053,0.855143,0.984641,0.995510,0.990060
folk_07::distortion::drv12,folk_07,folk,T,distortion,12.0,0.995280,0.668084,0.994791,0.817094,0.925746,0.943093,0.934379
folk_07::distortion::drv32,folk_07,folk,T,distortion,32.0,0.989306,0.542108,0.986895,0.762462,0.885015,0.735344,0.806716
folk_07::style_swap::swap_cross,folk_07,folk,S,style_swap,nan,0.848329,0.457508,0.836980,0.660669,0.518367,0.638430,0.575275
folk_07::style_swap::swap_same,folk_07,folk,S,style_swap,nan,0.754787,0.436250,0.891110,0.686142,0.592111,0.811633,0.693236
folk_08::control::ctrl,folk_08,folk,control,control,0.0,1.000000,1.000000,1.000000,0.883102,1.000000,1.000000,1.000000
folk_08::pitch_shift::-4st,folk_08,folk,H,pitch_shift,-4.0,0.810933,0.608810,0.984338,0.809964,0.890841,0.967390,0.928327
folk_08::pitch_shift::-2st,folk_08,folk,H,pitch_shift,-2.0,0.780303,0.768596,0.989728,0.807805,0.917874,0.972980,0.945025
folk_08::pitch_shift::-1st,folk_08,folk,H,pitch_shift,-1.0,0.738483,0.865862,0.992898,0.821308,0.933544,0.967765,0.950501
folk_08::pitch_shift::+1st,folk_08,folk,H,pitch_shift,1.0,0.762857,0.871169,0.991097,0.813464,0.941961,0.973116,0.957412
folk_08::pitch_shift::+2st,folk_08,folk,H,pitch_shift,2.0,0.788813,0.787715,0.987984,0.827639,0.916786,0.981720,0.948698
folk_08::pitch_shift::+4st,folk_08,folk,H,pitch_shift,4.0,0.797620,0.666384,0.978907,0.824332,0.913952,0.973132,0.943078
folk_08::time_stretch::-20pct,folk_08,folk,R,time_stretch,-20.0,0.996383,0.881054,0.652567,0.868010,0.592651,0.985558,0.764259
folk_08::time_stretch::-10pct,folk_08,folk,R,time_stretch,-10.0,0.998251,0.892354,0.714180,0.908603,0.616499,0.991416,0.781797
folk_08::time_stretch::-5pct,folk_08,folk,R,time_stretch,-5.0,0.999187,0.918965,0.777099,0.893366,0.606686,0.994058,0.776583
folk_08::time_stretch::+5pct,folk_08,folk,R,time_stretch,5.0,0.998629,0.915886,0.774553,0.890735,0.629273,0.987579,0.788325
folk_08::time_stretch::+10pct,folk_08,folk,R,time_stretch,10.0,0.996543,0.893937,0.724309,0.846587,0.598938,0.990537,0.770240
folk_08::time_stretch::+20pct,folk_08,folk,R,time_stretch,20.0,0.995640,0.866691,0.676682,0.839264,0.560541,0.983689,0.742561
folk_08::lowpass::lp8000,folk_08,folk,T,lowpass,8000.0,0.999987,0.483058,0.993999,0.880453,0.994348,0.960682,0.977370
folk_08::lowpass::lp4000,folk_08,folk,T,lowpass,4000.0,0.999998,0.464628,0.983183,0.874617,0.969583,0.870205,0.918551
folk_08::lowpass::lp2000,folk_08,folk,T,lowpass,2000.0,0.999909,0.432986,0.931780,0.843302,0.943953,0.804870,0.871642
folk_08::distortion::drv4,folk_08,folk,T,distortion,4.0,0.999216,0.766026,0.989841,0.867352,0.923054,0.938870,0.930928
folk_08::distortion::drv12,folk_08,folk,T,distortion,12.0,0.994358,0.597911,0.972681,0.799295,0.851049,0.834447,0.842707
folk_08::distortion::drv32,folk_08,folk,T,distortion,32.0,0.992595,0.522198,0.945810,0.685977,0.821705,0.789037,0.805205
folk_08::style_swap::swap_cross,folk_08,folk,S,style_swap,nan,0.824456,0.540516,0.746490,0.627676,0.626020,0.798191,0.706883
folk_08::style_swap::swap_same,folk_08,folk,S,style_swap,nan,0.869323,0.538745,0.808247,0.740542,0.597679,0.848886,0.712293
folk_09::control::ctrl,folk_09,folk,control,control,0.0,1.000000,1.000000,1.000000,0.822602,1.000000,1.000000,1.000000
folk_09::pitch_shift::-4st,folk_09,folk,H,pitch_shift,-4.0,0.865885,0.553797,0.985436,0.709030,0.875450,0.962552,0.917969
folk_09::pitch_shift::-2st,folk_09,folk,H,pitch_shift,-2.0,0.940847,0.723729,0.993925,0.770586,0.912182,0.986594,0.948659
folk_09::pitch_shift::-1st,folk_09,folk,H,pitch_shift,-1.0,0.963725,0.836714,0.996171,0.789616,0.919139,0.991999,0.954874
folk_09::pitch_shift::+1st,folk_09,folk,H,pitch_shift,1.0,0.958602,0.870164,0.994392,0.775497,0.919428,0.989022,0.953590
folk_09::pitch_shift::+2st,folk_09,folk,H,pitch_shift,2.0,0.938384,0.778089,0.990621,0.682227,0.902295,0.982265,0.941432
folk_09::pitch_shift::+4st,folk_09,folk,H,pitch_shift,4.0,0.862821,0.654272,0.981860,0.680870,0.862871,0.980247,0.919688
folk_09::time_stretch::-20pct,folk_09,folk,R,time_stretch,-20.0,0.990226,0.863164,0.658819,0.825450,0.591460,0.975797,0.759700
folk_09::time_stretch::-10pct,folk_09,folk,R,time_stretch,-10.0,0.995980,0.899189,0.711750,0.798697,0.603308,0.984229,0.770580
folk_09::time_stretch::-5pct,folk_09,folk,R,time_stretch,-5.0,0.994901,0.918056,0.777304,0.836260,0.646393,0.993470,0.801357
folk_09::time_stretch::+5pct,folk_09,folk,R,time_stretch,5.0,0.994850,0.931791,0.782942,0.762957,0.614182,0.991810,0.780482
folk_09::time_stretch::+10pct,folk_09,folk,R,time_stretch,10.0,0.996361,0.902874,0.728273,0.767663,0.604298,0.988145,0.772745
folk_09::time_stretch::+20pct,folk_09,folk,R,time_stretch,20.0,0.991917,0.895463,0.711820,0.832473,0.573449,0.980040,0.749668
folk_09::lowpass::lp8000,folk_09,folk,T,lowpass,8000.0,0.999992,0.470127,0.996938,0.833056,0.985343,0.979832,0.982584
folk_09::lowpass::lp4000,folk_09,folk,T,lowpass,4000.0,0.999984,0.451317,0.989423,0.673775,0.981521,0.939464,0.960262
folk_09::lowpass::lp2000,folk_09,folk,T,lowpass,2000.0,0.999990,0.432733,0.979228,0.611396,0.950230,0.882839,0.915915
folk_09::distortion::drv4,folk_09,folk,T,distortion,4.0,0.998810,0.756620,0.990994,0.665164,0.950739,0.972156,0.961388
folk_09::distortion::drv12,folk_09,folk,T,distortion,12.0,0.995673,0.575161,0.971065,0.481332,0.892730,0.849834,0.871018
folk_09::distortion::drv32,folk_09,folk,T,distortion,32.0,0.994280,0.493401,0.944556,0.454058,0.871147,0.784040,0.826447
folk_09::style_swap::swap_cross,folk_09,folk,S,style_swap,nan,0.930703,0.480277,0.718031,0.602996,0.574574,0.903460,0.720489
folk_09::style_swap::swap_same,folk_09,folk,S,style_swap,nan,0.861831,0.432369,0.746361,0.588081,0.542485,0.858680,0.682511
folk_10::control::ctrl,folk_10,folk,control,control,0.0,1.000000,1.000000,1.000000,0.830359,1.000000,1.000000,1.000000
folk_10::pitch_shift::-4st,folk_10,folk,H,pitch_shift,-4.0,0.935137,0.588600,0.967596,0.765232,0.853693,0.955166,0.903006
folk_10::pitch_shift::-2st,folk_10,folk,H,pitch_shift,-2.0,0.932327,0.752926,0.971289,0.806622,0.907707,0.975847,0.941161
folk_10::pitch_shift::-1st,folk_10,folk,H,pitch_shift,-1.0,0.951001,0.870185,0.996584,0.775709,0.926622,0.982477,0.954141
folk_10::pitch_shift::+1st,folk_10,folk,H,pitch_shift,1.0,0.952685,0.870085,0.994526,0.767365,0.943292,0.991296,0.966996
folk_10::pitch_shift::+2st,folk_10,folk,H,pitch_shift,2.0,0.927634,0.780636,0.990642,0.829370,0.933099,0.986088,0.959228
folk_10::pitch_shift::+4st,folk_10,folk,H,pitch_shift,4.0,0.919946,0.640190,0.959549,0.766268,0.882570,0.953977,0.917579
folk_10::time_stretch::-20pct,folk_10,folk,R,time_stretch,-20.0,0.997931,0.885518,0.687055,0.808719,0.504050,0.984490,0.704438
folk_10::time_stretch::-10pct,folk_10,folk,R,time_stretch,-10.0,0.998570,0.907758,0.728172,0.829662,0.527736,0.988746,0.722355
folk_10::time_stretch::-5pct,folk_10,folk,R,time_stretch,-5.0,0.998818,0.935065,0.807426,0.815932,0.544756,0.992003,0.735119
folk_10::time_stretch::+5pct,folk_10,folk,R,time_stretch,5.0,0.999341,0.960076,0.797580,0.785601,0.559979,0.992923,0.745665
folk_10::time_stretch::+10pct,folk_10,folk,R,time_stretch,10.0,0.998624,0.933906,0.763216,0.800361,0.523964,0.989163,0.719921
folk_10::time_stretch::+20pct,folk_10,folk,R,time_stretch,20.0,0.995309,0.906435,0.721414,0.814005,0.512963,0.987930,0.711879
folk_10::lowpass::lp8000,folk_10,folk,T,lowpass,8000.0,0.999222,0.505129,0.997304,0.831001,0.990169,0.978321,0.984227
folk_10::lowpass::lp4000,folk_10,folk,T,lowpass,4000.0,1.000000,0.490194,0.987515,0.793183,0.976601,0.908203,0.941781
folk_10::lowpass::lp2000,folk_10,folk,T,lowpass,2000.0,0.999894,0.446114,0.966547,0.788668,0.945893,0.877786,0.911203
folk_10::distortion::drv4,folk_10,folk,T,distortion,4.0,0.999536,0.766818,0.994307,0.771968,0.941855,0.955868,0.948836
folk_10::distortion::drv12,folk_10,folk,T,distortion,12.0,0.998239,0.615445,0.960896,0.650745,0.857891,0.851739,0.854809
folk_10::distortion::drv32,folk_10,folk,T,distortion,32.0,0.997095,0.535203,0.950797,0.482630,0.826104,0.811721,0.818881
folk_10::style_swap::swap_cross,folk_10,folk,S,style_swap,nan,0.960052,0.507955,0.706733,0.534094,0.524401,0.806957,0.650515
folk_10::style_swap::swap_same,folk_10,folk,S,style_swap,nan,0.830953,0.557990,0.737053,0.501437,0.555892,0.837686,0.682395
folk_11::control::ctrl,folk_11,folk,control,control,0.0,1.000000,1.000000,1.000000,0.778882,1.000000,1.000000,1.000000
folk_11::pitch_shift::-4st,folk_11,folk,H,pitch_shift,-4.0,0.823410,0.607324,0.985444,0.732984,0.936245,0.942140,0.939188
folk_11::pitch_shift::-2st,folk_11,folk,H,pitch_shift,-2.0,0.787050,0.756220,0.997408,0.715837,0.953691,0.982037,0.967760
folk_11::pitch_shift::-1st,folk_11,folk,H,pitch_shift,-1.0,0.758217,0.851467,0.998039,0.746446,0.965143,0.986946,0.975984
folk_11::pitch_shift::+1st,folk_11,folk,H,pitch_shift,1.0,0.776034,0.850788,0.997539,0.708886,0.965027,0.984583,0.974756
folk_11::pitch_shift::+2st,folk_11,folk,H,pitch_shift,2.0,0.774301,0.753952,0.996344,0.787704,0.960021,0.980875,0.970392
folk_11::pitch_shift::+4st,folk_11,folk,H,pitch_shift,4.0,0.821165,0.652431,0.993776,0.760141,0.944035,0.968071,0.955978
folk_11::time_stretch::-20pct,folk_11,folk,R,time_stretch,-20.0,0.979053,0.826716,0.943455,0.754771,0.659647,0.976622,0.802637
folk_11::time_stretch::-10pct,folk_11,folk,R,time_stretch,-10.0,0.990924,0.897473,0.916636,0.756645,0.753022,0.986525,0.861902
folk_11::time_stretch::-5pct,folk_11,folk,R,time_stretch,-5.0,0.991481,0.911246,0.928683,0.781402,0.787986,0.987168,0.881972
folk_11::time_stretch::+5pct,folk_11,folk,R,time_stretch,5.0,0.994453,0.891031,0.934209,0.780364,0.772847,0.990442,0.874906
folk_11::time_stretch::+10pct,folk_11,folk,R,time_stretch,10.0,0.994452,0.886722,0.924589,0.746202,0.734312,0.988775,0.852097
folk_11::time_stretch::+20pct,folk_11,folk,R,time_stretch,20.0,0.982158,0.861838,0.953648,0.730635,0.652466,0.980363,0.799783
folk_11::lowpass::lp8000,folk_11,folk,T,lowpass,8000.0,0.999987,0.531838,0.998616,0.771980,0.989957,0.980644,0.985289
